Open,High,Low,Close,Adj Close,Volume
173.190002,173.589996,164,164.289993,164.289993,44149000
166.100006,167.720001,165.75,166.610001,166.610001,19200700
166.229996,166.830002,165.630005,166.339996,166.339996,9298100
165.770004,165.910004,164.550003,165.649994,165.649994,12071400
162.149994,162.809998,161.779999,162.699997,162.699997,15533200
162.759995,164.020004,162.509995,163.630005,163.630005,9553300
164.740005,165.550003,164.050003,165.279999,165.279999,8858200
163.639999,166.570007,163.25,166.380005,166.380005,13698200
165.330002,165.580002,164.399994,165.070007,165.070007,6523800
163.940002,165.410004,161.429993,162.300003,162.300003,20047000
159.610001,160.580002,158.800003,159.570007,159.570007,28822100
159.729996,161.979996,159.279999,161.080002,161.080002,12689300
160.080002,161.539993,159.919998,161.300003,161.300003,12549200
160.850006,162.300003,160.720001,161.589996,161.589996,9920800
160.199997,161.080002,159.770004,160.130005,160.130005,11643700
160.630005,161.479996,160.149994,160.210007,160.210007,6672700
158.199997,159.710007,158.130005,159.570007,159.570007,11107700
160.880005,161.880005,160.520004,161.529999,161.529999,10689000
163.169998,164.539993,162.949997,164.399994,164.399994,13226700
164.520004,164.889999,163.130005,163.240005,163.240005,10908700
162.710007,162.979996,160.660004,161.509995,161.509995,11008200
161.139999,161.460007,159.809998,161.279999,161.279999,11026900
161.669998,162.330002,161.220001,162.119995,162.119995,7534000
161.960007,163.559998,161.809998,162.940002,162.940002,7541700
163.229996,163.229996,159.169998,159.889999,159.889999,16822300
157.699997,158.029999,156.580002,157.210007,157.210007,15975600
157.869995,158.679993,157.779999,158.309998,158.309998,8967700
159.720001,160.009995,158.910004,159.369995,159.369995,8245800
159.660004,161.580002,158.470001,161.100006,161.100006,14288500
161.199997,161.539993,160.740005,161.070007,161.070007,10005400
160.740005,163.199997,160.460007,162.699997,162.699997,9229900
162.449997,162.460007,160.169998,160.850006,160.850006,10041000
160.509995,161.179993,159.529999,160.460007,160.460007,6670500
160.539993,160.960007,158.75,160.25,160.25,7587100
159.490005,160.119995,159.070007,159.309998,159.309998,7463000
160,160.639999,159.020004,159.429993,159.429993,9914400
159.25,159.910004,159.199997,159.539993,159.539993,9148800
158.199997,159.179993,157.880005,159.070007,159.070007,8876800
159.630005,160.179993,159.289993,159.300003,159.300003,5200600
159.479996,159.960007,157.759995,159.619995,159.619995,15093700
160.460007,161.380005,160.100006,161.029999,161.029999,10918700
161.779999,161.970001,161.149994,161.380005,161.380005,8906600
160.490005,161.880005,160.309998,161.880005,161.880005,8007300
162.089996,162.179993,160.889999,161.320007,161.320007,7414800
160.740005,160.779999,159.759995,160.589996,160.589996,5632300
159.160004,159.479996,158.369995,158.970001,158.970001,13172000
158.820007,159.979996,158.570007,159.470001,159.470001,11389600
159.309998,159.339996,158.449997,159.080002,159.080002,4927800
156.610001,156.729996,154.919998,156,156,17852300
154.100006,154.979996,153.600006,154.470001,154.470001,13864000
155.160004,155.570007,154.639999,154.770004,154.770004,7460100
153.440002,154.470001,153.240005,153.559998,153.559998,8285600
151.580002,152.029999,151,151.330002,151.330002,13388200
151.160004,151.440002,149.630005,149.740005,149.740005,13354500
149.479996,150.699997,148.600006,149.460007,149.460007,16750700
150.830002,153.399994,150.380005,152.800003,152.800003,18080700
154.460007,155.130005,153.970001,154.550003,154.550003,12994200
154.110001,154.949997,153.860001,154.649994,154.649994,7542400
153.589996,154.419998,151.550003,152.080002,152.080002,11302700
151.5,151.839996,148.839996,151.619995,151.619995,18854500
152.710007,152.910004,150.619995,151.410004,151.410004,9697100
151.889999,152.850006,151.630005,152.679993,152.679993,6212900
153.470001,153.619995,150.25,151.020004,151.020004,11243100
149.740005,152.380005,148.529999,151.910004,151.910004,16764800
152.029999,152.710007,150.619995,151.619995,151.619995,10114300
155.410004,158.309998,154.869995,157.5,157.5,27399400
157.259995,157.440002,156.160004,157.320007,157.320007,11462100
156.919998,157.270004,156.419998,157.139999,157.139999,8095300
158.899994,159.199997,156.589996,157.210007,157.210007,15771600
157.820007,157.839996,153.190002,154.5,154.5,18921600
153.020004,154.830002,153,154.729996,154.729996,11074800
154.830002,155.399994,153.550003,155.360001,155.360001,9166600
155.490005,157.039993,155.449997,156.460007,156.460007,13241100
157.610001,157.649994,156.419998,157.119995,157.119995,10109800
157.639999,157.940002,156.240005,157.75,157.75,11502400
157.75,158.460007,157.419998,157.839996,157.839996,13099300
157.460007,158.210007,156.539993,157.929993,157.929993,6733000
158,158.139999,156.970001,157.160004,157.160004,6945900
156,157.369995,154.259995,155.970001,155.970001,16970200
153.729996,154.229996,151.800003,152.020004,152.020004,14447500
152.039993,152.699997,151.210007,152.639999,152.639999,6755200
152.580002,154.160004,152.25,153.759995,153.759995,6183600
153.029999,153.300003,152.130005,152.619995,152.619995,6123400
153.300003,153.449997,152.149994,152.830002,152.830002,4840700
151.899994,152.160004,150.149994,151.050003,151.050003,8755600
155.130005,155.949997,154.520004,155.190002,155.190002,10378200
154.669998,155.550003,154.339996,155.089996,155.089996,3654200
156.970001,157.720001,156.770004,157.460007,157.460007,5037700
155.440002,156.399994,154.449997,155.679993,155.679993,5359900
154.229996,154.490005,152.949997,153.710007,153.710007,7045700
153.610001,154.580002,153.429993,154.039993,154.039993,4468500
155.130005,155.179993,151.779999,152.149994,152.149994,9747900
152.580002,153.449997,152.020004,152.990005,152.990005,6838500
151.259995,153.070007,150.850006,152.589996,152.589996,11394800
153.449997,154.940002,153.440002,154.139999,154.139999,5080300
154.429993,154.75,153.979996,154.210007,154.210007,5710900
154.009995,154.5,152.449997,153.470001,153.470001,13021800
152.669998,153.600006,152.399994,153.050003,153.050003,6807600
153.729996,154.320007,152.929993,153.380005,153.380005,6070000
152.970001,154,152.75,153.669998,153.669998,8583800
152.5,153.330002,152.289993,153.029999,153.029999,5256700
153.630005,153.800003,152.199997,153.520004,153.520004,6538900
155.330002,156.289993,155.050003,155.669998,155.669998,9355900
156.699997,157.259995,156.050003,156.770004,156.770004,7343500
157.639999,157.960007,156.660004,157.539993,157.539993,9772600
156.839996,157.660004,154.809998,157.429993,157.429993,7212100
157.600006,157.720001,156.259995,156.490005,156.490005,10919700
155.179993,155.789993,154.410004,155.139999,155.139999,12714500
154.660004,155.139999,153.610001,154.130005,154.130005,11538800
154.649994,155.889999,154.419998,155.550003,155.550003,10670700
155.919998,156.729996,155.740005,156.300003,156.300003,4610800
156.369995,156.630005,156.009995,156.279999,156.279999,5923300
156.490005,156.860001,156.259995,156.479996,156.479996,3620500
156.360001,157,156.279999,156.990005,156.990005,3177800
156.899994,157.820007,156.649994,157.179993,157.179993,4608000
157.050003,157.449997,155.899994,155.990005,155.990005,4573300
155.059998,155.580002,154.830002,155.130005,155.130005,5075200
155.850006,157.089996,155.5,156.559998,156.559998,8838300
157.059998,157.070007,156.220001,156.720001,156.720001,7812100
156.520004,157.399994,156.470001,157.259995,157.259995,7846200
158.809998,159.199997,158.690002,158.830002,158.830002,11833100
159.190002,160.630005,158.509995,160.539993,160.539993,13605900
161.410004,162.449997,161.229996,161.889999,161.889999,17237600
161.869995,162.350006,161.330002,161.970001,161.970001,8497200
161.770004,162.289993,161.339996,161.360001,161.360001,5380200
161.630005,162.190002,161.300003,161.639999,161.639999,5074200
161.600006,161.679993,160.179993,160.589996,160.589996,9287700
161.259995,161.309998,160.009995,160.520004,160.520004,5813700
161.139999,164.220001,159.559998,164.220001,164.220001,18024200
164.110001,164.770004,163.660004,164.479996,164.479996,12034800
164.119995,164.389999,163.809998,164.309998,164.309998,8401900
165.160004,165.779999,164.800003,164.889999,164.889999,12961100
167.770004,169,167.369995,168.440002,168.440002,19138600
167.839996,168.139999,167.229996,167.289993,167.289993,7760600
168.220001,168.529999,167.789993,167.899994,167.899994,7522900
168.839996,168.869995,167.25,167.919998,167.919998,9945400
167.869995,171.910004,166.300003,171.309998,171.309998,28336900
171.889999,172.229996,171.309998,171.800003,171.800003,16847500
171.770004,171.960007,170.059998,170.399994,170.399994,11281600
170.809998,171.949997,170.669998,171.720001,171.720001,12486600
171.880005,172.029999,171.190002,171.740005,171.740005,9125800
171.029999,171.690002,170.229996,171.470001,171.470001,8703000
172.929993,173.179993,171.539993,171.960007,171.960007,13361300
170.630005,171.389999,170.570007,171.050003,171.050003,9177900
171.759995,172.110001,170.5,170.770004,170.770004,10365300
169.460007,170.050003,168.339996,169.809998,169.809998,12064800
171.020004,172.600006,170.759995,172.339996,172.339996,10539500
172.029999,172.479996,171.339996,171.889999,171.889999,9681200
172.830002,173.619995,171.770004,172.289993,172.289993,10676400
172.509995,172.610001,171.889999,172.410004,172.410004,5647600
173.199997,174.070007,172.919998,173.610001,173.610001,10376800
172.869995,173.369995,172.009995,172.619995,172.619995,8871000
171.860001,172.169998,170.559998,170.990005,170.990005,7750700
170.539993,171.339996,170.300003,170.839996,170.839996,7361300
171.300003,171.949997,171.130005,171.320007,171.320007,5714900
171.149994,171.410004,169.809998,170.059998,170.059998,8266000
169.009995,169.100006,167.529999,168.350006,168.350006,10704900
168.869995,169.449997,168.669998,169.419998,169.419998,6204000
169.210007,169.949997,168.919998,169.539993,169.539993,5203400
168.800003,169.309998,168.589996,168.789993,168.789993,6607100
168.419998,168.449997,166.229996,166.970001,166.970001,13860400
167.080002,167.630005,167.029999,167.580002,167.580002,6366200
166.039993,166.059998,165.119995,165.429993,165.429993,11892500
165.779999,165.830002,164.600006,164.860001,164.860001,10794600
166.289993,166.529999,165.770004,166.020004,166.020004,7013800
166.229996,166.600006,165.770004,165.929993,165.929993,6441300
166.470001,167.279999,166.380005,166.830002,166.830002,4681500
167.020004,167.039993,166.039993,166.070007,166.070007,6018000
164.449997,164.470001,162.300003,162.600006,162.600006,14763100
163.119995,163.419998,162.809998,163.229996,163.229996,6156200
163.910004,166.770004,163.610001,166.300003,166.300003,16051800
166.869995,167.130005,165.039993,166.490005,166.490005,13195200
166.139999,168.160004,166.119995,167.990005,167.990005,8829000
168.210007,168.539993,167.550003,167.820007,167.820007,7361000
166.660004,167.940002,166.630005,167.100006,167.100006,6463300
167.460007,168.039993,166.779999,167.139999,167.139999,8510500
167,167.050003,165.179993,166.089996,166.089996,10023200
165.740005,166.360001,165.470001,165.880005,165.880005,6944000
167.75,168.160004,167.380005,167.869995,167.869995,6764500
167.75,168.020004,166.839996,167.389999,167.389999,5496100
167.190002,167.820007,166.970001,167.559998,167.559998,3810700
167.970001,170.009995,167.800003,169.610001,169.610001,6110100
169.559998,169.729996,169.25,169.429993,169.429993,5377700
169.139999,169.399994,168.619995,168.710007,168.710007,7314400
165.429993,166.839996,165.380005,166.550003,166.550003,12880100
167.139999,167.5,166.850006,167.179993,167.179993,7446800
166.940002,167.220001,165.529999,166.050003,166.050003,8412300
166.110001,166.919998,166.039993,166.130005,166.130005,6363400
164.059998,164.830002,163.869995,164.419998,164.419998,10208900
164.220001,164.5,163.199997,164.119995,164.119995,10646800
163.720001,165,163.529999,164.5,164.5,7301600
164.880005,165.220001,164.600006,165.160004,165.160004,7289500
166.110001,166.160004,165.710007,165.800003,165.800003,4646600
165.449997,165.660004,165.119995,165.649994,165.649994,4724000
166.199997,166.940002,165.360001,165.770004,165.770004,14164700
163.869995,164.899994,163.779999,164.369995,164.369995,9332800
164.169998,164.479996,164.020004,164.130005,164.130005,5351700
164.160004,164.619995,164.130005,164.440002,164.440002,8173300
164.350006,164.429993,160.899994,162.080002,162.080002,23995000
161.309998,162.220001,161.110001,161.690002,161.690002,12991600
159.869995,160.119995,158.389999,159.729996,159.729996,25148400
159.820007,160.759995,159.779999,160.330002,160.330002,13445400
160.880005,160.960007,160.470001,160.619995,160.619995,3699400
161.360001,161.490005,160.639999,160.779999,160.779999,4961800
160.229996,161.309998,160.050003,161.160004,161.160004,8937700
160.940002,160.970001,160.149994,160.539993,160.539993,6852900
160.899994,162.75,160.770004,162.020004,162.020004,11786200
163.490005,164.139999,163.139999,163.169998,163.169998,10431800
162.479996,162.880005,160.830002,161.199997,161.199997,16117500
159.520004,160.630005,158.889999,160.440002,160.440002,19179800
159.360001,159.960007,159.149994,159.429993,159.429993,9361800
160.460007,160.990005,160.009995,160.559998,160.559998,7694800
160.770004,160.830002,159.899994,160.490005,160.490005,8334200
161.610001,162.559998,161.610001,161.979996,161.979996,11432600
161.860001,161.899994,160.110001,161.059998,161.059998,13675600
161.880005,161.970001,161.130005,161.539993,161.539993,7289000
162.800003,163.169998,162.350006,162.559998,162.559998,10077800
162.419998,163.029999,162.149994,162.649994,162.649994,9214700
161.940002,164.399994,161.830002,163.350006,163.350006,14911400
163.949997,163.970001,163.020004,163.089996,163.089996,10038100
163.479996,164.220001,163.369995,163.669998,163.669998,8587900
163.919998,163.949997,163,163.210007,163.210007,6697000
161.979996,162.270004,161.179993,161.419998,161.419998,13188300
160.559998,161.039993,160.309998,160.649994,160.649994,9037400
160.240005,160.729996,160.020004,160.289993,160.289993,8491600
161.009995,161.309998,160.690002,160.990005,160.990005,7364900
162.679993,163.039993,162.029999,162.190002,162.190002,12010000
161.619995,161.809998,160.470001,161.199997,161.199997,9334000
162.660004,162.770004,160.869995,161.449997,161.449997,12904300
161.190002,162.419998,161.149994,162,162,7354900
162.75,162.789993,161.330002,161.960007,161.960007,8979400
162.130005,162.630005,161.990005,162.389999,162.389999,6138700
161.240005,162.960007,161.130005,161.839996,161.839996,12827200
161.460007,162.020004,161.199997,161.570007,161.570007,6085900
159.779999,159.979996,159.25,159.699997,159.699997,12083500
159.350006,160.050003,158.880005,159.889999,159.889999,7632300
159.600006,159.639999,158.770004,159.050003,159.050003,8961300
159.309998,159.649994,158.039993,158.350006,158.350006,12410200
156.419998,156.580002,154.559998,155.759995,155.759995,23374100
155.800003,155.839996,154.929993,155.330002,155.330002,11803900
153.899994,153.929993,150.839996,151.440002,151.440002,30924000
152,153.410004,151.899994,152.619995,152.619995,17964800
152.259995,152.990005,151.929993,152.970001,152.970001,10093200
153.520004,154.559998,153.309998,154.339996,154.339996,9488200
154.389999,156.800003,153.320007,156.220001,156.220001,18182300
155.460007,155.600006,154.080002,154.570007,154.570007,9596100
154.089996,154.160004,152.389999,153,153,14864400
153.160004,153.610001,152.139999,152.440002,152.440002,11178800
152.449997,152.740005,151.869995,152.300003,152.300003,6643800
153.100006,153.389999,152.110001,152.380005,152.380005,10804200
152.169998,153.380005,151.649994,153.229996,153.229996,10856000
153.020004,153.210007,152.399994,152.690002,152.690002,6586700
151.610001,153.289993,151.399994,152.710007,152.710007,11859500
152.820007,153.059998,152.649994,152.990005,152.990005,4810700
154.070007,154.690002,153.899994,154.190002,154.190002,7265700
154.259995,154.600006,153.419998,153.660004,153.660004,7436400
153.020004,154.169998,153.009995,153.679993,153.679993,11410400
154.119995,154.720001,153.970001,154,154,5701300
155.699997,155.929993,155,155.380005,155.380005,9302400
155.220001,156.339996,155.100006,156.080002,156.080002,11023400
155.529999,155.830002,154.880005,155.369995,155.369995,8221500
156.169998,156.429993,155.880005,156.25,156.25,4992000
155.449997,155.990005,155.419998,155.550003,155.550003,4746300
154.710007,155.570007,154.360001,155.240005,155.240005,6819100
154.470001,154.910004,154.279999,154.720001,154.720001,7388700
154.669998,155.619995,154.509995,155.360001,155.360001,6717000
154.5,154.800003,154.220001,154.449997,154.449997,6851200
154.570007,154.929993,154.300003,154.669998,154.669998,4288100
153.089996,153.309998,152.259995,152.429993,152.429993,9398300
152.020004,152.529999,149.919998,150.729996,150.729996,15740800
149.649994,150.600006,149.440002,150.289993,150.289993,12429000
151.539993,152.960007,151.070007,152.809998,152.809998,14491800
152.389999,152.589996,151.600006,152.160004,152.160004,6246000
152.320007,153.850006,152.279999,153.339996,153.339996,7042200
152.669998,152.710007,150.580002,150.75,150.75,18507400
150.759995,151.710007,150.630005,151.050003,151.050003,8063200
148.649994,148.850006,143.429993,143.949997,143.949997,55601800
136,136.75,130.509995,131.309998,131.309998,93804200
140.589996,141.550003,139.300003,141.110001,141.110001,13931100
142,142.470001,141.639999,141.919998,141.919998,11502200
141.699997,142.710007,141.399994,142.089996,142.089996,11667100
142.330002,142.460007,141.630005,142.149994,142.149994,7730300
140.380005,140.639999,139.369995,140.380005,140.380005,13627400
141.779999,142.809998,141.490005,142.460007,142.460007,11161100
141.330002,142.360001,140.509995,140.809998,140.809998,8263000
138.220001,139.75,137.259995,139.600006,139.600006,14650600
138.460007,138.970001,138.160004,138.429993,138.429993,6714100
137.949997,139.160004,137.639999,137.809998,137.809998,9895700
136.589996,136.979996,134.229996,134.630005,134.630005,19062400
133.179993,134.479996,133,134.089996,134.089996,12759200
133.169998,133.479996,131.020004,131.070007,131.070007,20346500
130.880005,135.320007,130.850006,135.119995,135.119995,21594000
132.169998,133.649994,131.449997,132.880005,132.880005,14542500
134.179993,136.770004,130.949997,131.940002,131.940002,25975200
134.509995,134.839996,133.119995,134.610001,134.610001,10267600
134.110001,134.509995,133.639999,133.759995,133.759995,5522600
133.679993,135.570007,132.800003,133.490005,133.490005,12466400
134.089996,134.910004,133.639999,134.830002,134.830002,8762200
136.669998,137.110001,136.259995,136.699997,136.699997,8611700
135.710007,136.050003,133.889999,133.919998,133.919998,9726600
134.770004,136.979996,134.429993,136.509995,136.509995,9173000
135.210007,135.440002,134.270004,135.229996,135.229996,5505200
135.470001,136.369995,135.009995,135.520004,135.520004,7444900
135.389999,137.619995,134.979996,136.529999,136.529999,9847700
134.110001,134.619995,133.179993,133.279999,133.279999,11054400
133.300003,134.279999,132.990005,133.940002,133.940002,6142800
132.309998,133.509995,132.240005,133.25,133.25,7199300
132.949997,134.830002,132.830002,134.25,134.25,6550600
133.309998,134.199997,132.820007,133.740005,133.740005,7161800
134,134.600006,133.880005,134.429993,134.429993,4278700
133.889999,134.059998,133.520004,133.770004,133.770004,4072300
132.720001,132.960007,131.529999,132.130005,132.130005,7379300
132.580002,133.149994,130.380005,130.589996,130.589996,13017800
125.220001,126.379997,123.330002,123.599998,123.599998,28872100
125.160004,125.57,124.459999,125.050003,125.050003,16600000
124.309998,124.699997,123.309998,123.93,123.93,12749300
123.650002,123.900002,122.879997,123.470001,123.470001,9369200
119.940002,121.949997,119.379997,121.129997,121.129997,15945200
121.339996,121.470001,119.779999,120.050003,120.050003,10550300
120.699997,121.769997,120.540001,120.739998,120.739998,6750300
118.080002,118.18,116.739998,118.089996,118.089996,11592500
119.089996,119.660004,118.93,119.510002,119.510002,8652200
120.839996,121.510002,120.050003,120.620003,120.620003,8201400
121.150002,122.349998,120.589996,120.949997,120.949997,14697100
124.260002,124.360001,123.470001,124.239998,124.239998,11279400
123.519997,124.300003,123.32,124.129997,124.129997,6583800
124.080002,124.389999,123.839996,124.18,124.18,4133200
124.760002,125.209999,124.330002,124.889999,124.889999,5577300
125.040001,125.699997,122.730003,123.32,123.32,10882400
124.110001,124.519997,123.779999,124.010002,124.010002,6150900
124.889999,125.419998,124.650002,125.110001,125.110001,5767800
127.650002,129.460007,127.589996,128.839996,128.839996,10851900
128.699997,130.139999,128.350006,129.710007,129.710007,8820100
129.169998,129.399994,126.870003,127.480003,127.480003,9979100
127.699997,128.869995,127.639999,128.669998,128.669998,4702400
128.110001,128.970001,126.779999,128.779999,128.779999,6148500
128.449997,128.779999,128.25,128.470001,128.470001,3554100
127.949997,128.309998,127.220001,128.119995,128.119995,4487700
127.839996,127.889999,126.330002,126.610001,126.610001,10564300
126.739998,127.25,126.32,126.360001,126.360001,6466300
126.510002,126.639999,125.339996,125.699997,125.699997,4003900
124.330002,124.550003,123.550003,123.970001,123.970001,6016200
124,124.599998,123.849998,124.150002,124.150002,5304700
124.779999,126.989998,124.769997,126.860001,126.860001,8653600
126.510002,127.269997,126.300003,126.860001,126.860001,6192000
129.570007,129.710007,128.880005,129.130005,129.130005,7414300
128.490005,128.649994,127.379997,127.739998,127.739998,7336100
127.660004,129.070007,127.57,129,129,8713200
132.559998,133.270004,131.389999,132.580002,132.580002,14447100
132.330002,132.5,131.589996,132.009995,132.009995,8118400
132.029999,133.130005,132.020004,132.449997,132.449997,7809100
131.740005,133.229996,131.509995,132.070007,132.070007,10720200
132.559998,133.460007,132.270004,132.809998,132.809998,5741800
132.580002,135.240005,132.5,134.899994,134.899994,11623400
134.880005,135.600006,134.149994,135.449997,135.449997,7692100
136.940002,137.550003,136.520004,136.75,136.75,11283300
137.210007,137.460007,136.660004,136.710007,136.710007,13650400
136.119995,136.550003,135.419998,135.869995,135.869995,7939400
134.649994,135.710007,134.440002,134.619995,134.619995,7680000
135.460007,136.789993,135.029999,136.419998,136.419998,8100700
134.610001,134.839996,133.720001,134.660004,134.660004,7785400
134.130005,134.350006,131.800003,132.199997,132.199997,11118600
133.419998,134.399994,133.330002,134.149994,134.149994,8448700
134.130005,134.320007,133.669998,133.910004,133.910004,5090500
131.820007,132,131.110001,131.740005,131.740005,8433100
131.580002,131.809998,131.259995,131.699997,131.699997,5046600
128.619995,128.779999,127.610001,127.669998,127.669998,12944000
127.160004,127.959999,126.209999,127.82,127.82,12060400
127.480003,128.020004,126.330002,126.449997,126.449997,9829100
126.809998,126.989998,126.110001,126.5,126.5,8135500
125.32,132.160004,125.150002,132.009995,132.009995,24780000
132,132.779999,131.220001,131.75,131.75,14353900
130.600006,130.910004,127.900002,127.959999,127.959999,19558200
127.519997,128.440002,127.330002,127.550003,127.550003,7421800
126.400002,128.210007,126.339996,127.660004,127.660004,7349700
127.57,129.210007,127.519997,128.789993,128.789993,7519100
128.610001,128.990005,127.32,127.790001,127.790001,9491300
128.860001,129.580002,128.839996,128.970001,128.970001,7430200
127.949997,129.139999,127.699997,128.179993,128.179993,8979000
125.25,125.260002,123.809998,124.589996,124.589996,16721100
126.769997,127.690002,126.220001,127.18,127.18,11632900
127.050003,127.150002,126,126.529999,126.529999,6923700
127.25,128.330002,127.120003,127.639999,127.639999,6732800
127.790001,128.449997,127.209999,127.400002,127.400002,6999700
126.209999,126.889999,124.970001,126.110001,126.110001,10705100
125.339996,125.830002,124.099998,124.269997,124.269997,10523600
122.370003,122.809998,121.849998,122.599998,122.599998,15972600
123.900002,124.239998,122.809998,122.830002,122.830002,6118200
122.279999,124.360001,122.220001,123.730003,123.730003,8384200
123.519997,123.889999,122.510002,123.540001,123.540001,8523400
127.010002,127.860001,126.809998,127.419998,127.419998,11785100
126.870003,127.330002,126.599998,126.849998,126.849998,5350500
127.129997,127.339996,126.790001,126.980003,126.980003,3395200
128.25,129.809998,128.220001,129.339996,129.339996,8849000
128.550003,129.089996,128.350006,128.690002,128.690002,5092200
129.410004,130.529999,129.410004,129.899994,129.899994,10221400
129.529999,130.919998,129.460007,130.460007,130.460007,8767900
130.410004,131.440002,130.100006,130.559998,130.559998,6807800
130.160004,130.589996,129.570007,129.770004,129.770004,5328500
130.830002,131.220001,128.809998,129.600006,129.600006,8896000
126.860001,127.169998,126.050003,126.949997,126.949997,9566200
127.18,127.519997,126.739998,126.809998,126.809998,3819300
126.709999,126.860001,126,126.559998,126.559998,4941200
127.110001,127.360001,126.919998,127.199997,127.199997,3544900
126.139999,126.849998,125.860001,126.160004,126.160004,7700100
124.459999,124.459999,123.620003,124.279999,124.279999,8427300
123.919998,123.970001,123.660004,123.870003,123.870003,3277700
123.510002,123.870003,121.730003,122.449997,122.449997,7705600
122.970001,123.239998,122.389999,122.849998,122.849998,5967000
123.919998,124.910004,123.879997,124.269997,124.269997,7669700
124.160004,124.519997,124.07,124.32,124.32,4660700
123.699997,123.959999,122.550003,122.900002,122.900002,6241300
122.970001,123.400002,122.830002,122.949997,122.949997,3666500
121.669998,122.440002,119.760002,120.120003,120.120003,14281000
119.809998,120.349998,119.309998,119.940002,119.940002,7557500
120.239998,120.400002,119.82,119.919998,119.919998,6774400
119.18,121,119.129997,120.459999,120.459999,7266300
119.839996,120.400002,119.589996,119.82,119.82,9053300
120.489998,120.690002,119.25,119.459999,119.459999,6144600
120.669998,121.050003,120.620003,120.699997,120.699997,2364700
119.199997,119.290001,117.5,117.580002,117.580002,10297100
117.580002,118.309998,117.230003,117.959999,117.959999,7004800
118.330002,120.760002,118.160004,119.959999,119.959999,9110700
118.199997,119.239998,117.410004,118.300003,118.300003,10254700
118.860001,119.260002,118.010002,118.550003,118.550003,7909500
118.989998,119.919998,118.949997,119.720001,119.720001,5510400
122.139999,122.32,121.470001,121.82,121.82,9155600
121.489998,121.809998,120.760002,120.860001,120.860001,9934900
118.610001,118.82,118.029999,118.290001,118.290001,8810800
118.889999,119.489998,118.760002,119.379997,119.379997,6482100
117.93,118.730003,117.75,118,118,7551000
118.639999,119.620003,118.589996,119.290001,119.290001,5874400
119.760002,120.389999,117.110001,119.5,119.5,10106500
118.459999,118.919998,118.129997,118.82,118.82,6433700
117.989998,118.519997,117.5,118.120003,118.120003,7428500
118.110001,118.690002,117.989998,118.459999,118.459999,3972800
119.720001,120.43,119.580002,120.260002,120.260002,7993200
120.269997,121.040001,120.199997,121.019997,121.019997,5872700
120.540001,121.059998,119.720001,119.889999,119.889999,7505400
119.190002,119.809998,119.110001,119.660004,119.660004,5474300
